id,host_id,calculated_host_listings_count,price,availability_365,property_type,room_type,host_response_time,host_response_rate,host_is_superhost,host_identity_verified,number_of_reviews,review_scores_rating,review_scores_communication,review_scores_checkin,reviews_per_month,picture_url,neighbourhood_cleansed,latitude,longitude,Standardization_Score,Neighborhood_Impact
34508745,116793980,1,,0,Entire rental unit,Entire home/apt,N/A,N/A,f,f,7,4.71,4.86,4.43,0.09,https://a0.muscache.com/pictures/1d02eb0c-8b82-4e1a-af9c-6d6df0257dd7.jpg,Élysée,48.87418,2.30988,-1,0
34295818,258928418,1,,9,Entire rental unit,Entire home/apt,within a few hours,90%,t,t,23,4.96,5.0,5.0,0.32,https://a0.muscache.com/pictures/e0a06546-d7f4-4953-8950-e193391169b6.jpg,Élysée,48.88016,2.32608,-1,-1
34419260,259826590,1,,0,Entire rental unit,Entire home/apt,N/A,N/A,f,f,1,5.0,5.0,5.0,0.01,https://a0.muscache.com/pictures/8ab56db2-f773-415e-b634-4e865461e381.jpg,Élysée,48.86684,2.3046,0,-1
34435669,256949014,1,,127,Entire rental unit,Entire home/apt,within an hour,100%,f,t,10,4.9,5.0,5.0,0.13,https://a0.muscache.com/pictures/hosting/Hosting-34435669/original/6eb76a57-33ca-4bbd-a365-a0582e1d1b6e.jpeg,Élysée,48.8729248046875,2.30932092666626,1,1
34461006,9044891,24,,37,Entire rental unit,Entire home/apt,within an hour,100%,t,t,15,4.8,4.8,4.87,0.22,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MzQ0NjEwMDY=/original/9707871b-31d7-4e92-8eef-87f04e71eb24.jpeg,Élysée,48.87178039550781,2.3253509998321533,1,-1
34715119,261841214,1,,363,Entire rental unit,Entire home/apt,N/A,N/A,f,t,3,5.0,5.0,5.0,0.04,https://a0.muscache.com/pictures/1ea1d9e7-9854-4bdc-ba44-ab9b6053d648.jpg,Élysée,48.8778,2.30356,-1,0
34926352,245556572,2,,0,Room in boutique hotel,Hotel room,N/A,N/A,f,f,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/34a1bf26-b480-43a7-84fe-28138ac5b063.jpg,Élysée,48.8755,2.29688,1,1
34926355,245556572,2,,0,Room in boutique hotel,Hotel room,N/A,N/A,f,f,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/3d35a718-5442-46fb-88ea-5151a7dd2cf9.jpg,Élysée,48.87574,2.29686,0,0
35159755,98603179,7,,0,Room in boutique hotel,Hotel room,N/A,N/A,f,t,1,4.0,5.0,5.0,0.02,https://a0.muscache.com/pictures/40bbb091-d635-4d51-828b-4221fecdda89.jpg,Élysée,48.87126,2.29817,-1,-1
35159761,98603179,7,,0,Room in boutique hotel,Hotel room,N/A,N/A,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/5af4915a-3c1c-455e-8f79-02897248c167.jpg,Élysée,48.87126,2.29817,0,-1
35159762,98603179,7,,0,Room in boutique hotel,Hotel room,N/A,N/A,f,t,4,4.0,4.0,4.0,0.07,https://a0.muscache.com/pictures/6f88b689-7abb-4e04-b470-ea220424bb5d.jpg,Élysée,48.87126,2.29817,0,0
35159766,98603179,7,,0,Room in boutique hotel,Hotel room,N/A,N/A,f,t,7,5.0,4.71,4.71,0.1,https://a0.muscache.com/pictures/2b86de85-52d4-48ca-a601-03f09e0abb28.jpg,Élysée,48.87126,2.29817,1,1
35159770,98603179,7,,0,Room in boutique hotel,Hotel room,N/A,N/A,f,t,5,5.0,5.0,5.0,0.08,https://a0.muscache.com/pictures/53206eb5-e7d3-4530-8028-74e541dfa66c.jpg,Élysée,48.87126,2.29817,-1,1
35159773,98603179,7,,0,Room in boutique hotel,Hotel room,N/A,N/A,f,t,1,1.0,2.0,2.0,0.02,https://a0.muscache.com/pictures/b75ec7c8-8721-4756-bb97-236a167a33bd.jpg,Élysée,48.87126,2.29817,1,1
35186889,21527101,10,,256,Entire home,Entire home/apt,within an hour,100%,t,t,89,4.94,4.99,4.93,1.19,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MzUxODY4ODk%3D/original/00b716f8-f729-4c3c-83bf-903a6ce50ae4.jpeg,Élysée,48.87552,2.29779,1,-1
35147937,264667173,6,,0,Room in boutique hotel,Hotel room,N/A,N/A,t,t,2,5.0,5.0,5.0,0.05,https://a0.muscache.com/pictures/9ae3c2cf-d29c-498f-8edb-f0c9bd2240d5.jpg,Élysée,48.87129,2.29835,0,0
35147944,264667173,6,,0,Room in boutique hotel,Hotel room,N/A,N/A,t,t,27,4.85,4.74,4.74,0.4,https://a0.muscache.com/pictures/6dc88a89-552b-479d-85db-44866a394993.jpg,Élysée,48.87129,2.29835,-1,0
35147946,264667173,6,,0,Room in boutique hotel,Hotel room,N/A,N/A,t,t,5,4.8,4.8,5.0,0.07,https://a0.muscache.com/pictures/8897fc72-8de4-4f3f-9bdc-432b97d988c1.jpg,Élysée,48.87129,2.29835,1,-1
35196328,63209852,1,,95,Private room in rental unit,Private room,within an hour,100%,f,t,6,5.0,5.0,5.0,0.51,https://a0.muscache.com/pictures/miso/Hosting-35196328/original/76445b95-3688-4915-88d9-0dbc3716b41d.jpeg,Élysée,48.87119,2.31341,-1,-1
35147953,264667173,6,,0,Room in boutique hotel,Hotel room,N/A,N/A,t,t,16,4.69,4.75,4.81,0.23,https://a0.muscache.com/pictures/7418d662-6470-4870-9333-9f18fb8530ef.jpg,Élysée,48.87129,2.29835,0,1
35147956,264667173,6,,0,Room in boutique hotel,Hotel room,N/A,N/A,t,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/980ccfed-2d03-4e6c-aa69-9d20e27023ab.jpg,Élysée,48.87129,2.29835,1,1
35020531,19890251,1,,361,Entire rental unit,Entire home/apt,N/A,N/A,f,t,6,2.67,3.0,3.0,0.08,https://a0.muscache.com/pictures/a8a87e30-4653-4fea-a832-967654fd3859.jpg,Élysée,48.87029,2.29857,0,-1
35381111,30330022,1,,89,Entire rental unit,Entire home/apt,N/A,N/A,f,t,5,4.6,5.0,4.8,0.07,https://a0.muscache.com/pictures/2ed277f5-1cdd-46cb-9490-615acc6e74ad.jpg,Élysée,48.88241,2.32591,1,-1
35286204,4899203,1,,0,Entire rental unit,Entire home/apt,N/A,N/A,f,t,9,4.67,5.0,4.78,0.12,https://a0.muscache.com/pictures/4c2c945f-58a6-4ae2-8040-d2e4061d1487.jpg,Élysée,48.87842,2.31978,1,1
35295765,28955824,1,,87,Entire rental unit,Entire home/apt,N/A,N/A,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/abd57439-6ea0-4542-b2ab-bb9bd38edc27.jpg,Élysée,48.87861,2.30473,0,-1
35297767,208025744,1,,0,Entire rental unit,Entire home/apt,within an hour,100%,f,t,39,4.79,4.85,4.92,0.52,https://a0.muscache.com/pictures/5518a3df-fd87-4108-a35b-374faed1125e.jpg,Élysée,48.87655,2.3186,1,-1
35252063,149592101,2,,53,Entire rental unit,Entire home/apt,within an hour,100%,t,t,18,4.67,4.82,4.82,0.24,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MzUyNTIwNjM%3D/original/5f25bb93-4195-4817-9a30-bc9b0eeeba56.jpeg,Élysée,48.8654,2.30277,1,-1
35448573,252103517,7,,0,Room in boutique hotel,Hotel room,N/A,N/A,f,f,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/326d11e9-2b7b-49cd-a498-a519e8224b50.jpg,Élysée,48.8729,2.30971,-1,0
35341061,13848324,1,,0,Entire loft,Entire home/apt,within an hour,100%,f,t,28,4.89,4.93,4.93,0.37,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MzUzNDEwNjE%3D/original/6721a619-767e-429d-a85d-c9d03a85227f.jpeg,Élysée,48.87458,2.31504,-1,0
35570479,38436972,1,,0,Entire rental unit,Entire home/apt,N/A,N/A,f,t,12,5.0,5.0,5.0,0.16,https://a0.muscache.com/pictures/f3f2c79c-188d-460e-8170-4e2fd1abcc00.jpg,Élysée,48.88235,2.32315,-1,-1
35457466,14783581,2,,301,Entire rental unit,Entire home/apt,within an hour,100%,t,t,8,5.0,5.0,5.0,0.19,https://a0.muscache.com/pictures/26ee8350-bbda-45c2-9b7a-8a8dc6a99c25.jpg,Élysée,48.86891,2.3113,1,-1
35359292,252103517,7,,0,Room in boutique hotel,Hotel room,N/A,N/A,f,f,1,5.0,5.0,5.0,0.02,https://a0.muscache.com/pictures/a869796d-cf30-4965-bee1-5d577bb2ad05.jpg,Élysée,48.87238,2.30887,-1,-1
35359295,252103517,7,,0,Room in boutique hotel,Hotel room,N/A,N/A,f,f,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/890804e6-b1d3-4956-9cdf-c3bf630d10f0.jpg,Élysée,48.87165,2.3096,0,-1
35577757,91191516,1,,87,Entire rental unit,Entire home/apt,N/A,N/A,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/a88da058-830e-42d4-be8a-99827809d7a8.jpg,Élysée,48.87212,2.31013,0,0
35479359,252103517,7,,0,Room in boutique hotel,Hotel room,N/A,N/A,f,f,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/9bc4523f-79fc-4dd4-94d8-de1ea79cdca1.jpg,Élysée,48.87238,2.30887,0,-1
35371490,265378774,6,,0,Room in boutique hotel,Hotel room,N/A,N/A,f,t,5,4.4,3.8,4.0,0.09,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MzUzNzE0OTA%3D/original/54ee6be1-f26b-4e01-abf2-3014ddbb7e64.jpeg,Élysée,48.86872,2.30016,-1,1
35371493,265378774,6,,0,Room in boutique hotel,Hotel room,N/A,N/A,f,t,13,4.38,4.31,4.46,0.26,https://a0.muscache.com/pictures/miso/Hosting-35371493/original/9ffb9598-b40f-4d74-81d4-4641bc8aa6e0.jpeg,Élysée,48.87094,2.29792,0,-1
35479494,252103517,7,,0,Room in boutique hotel,Hotel room,N/A,N/A,f,f,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/15abf34b-9354-493b-85db-4d822e183c51.jpg,Élysée,48.87238,2.30887,0,0
35479496,252103517,7,,0,Room in boutique hotel,Hotel room,N/A,N/A,f,f,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/2d476ff7-757f-45d4-88a4-6f81ea57c2f5.jpg,Élysée,48.87238,2.30887,1,-1
35479659,252103517,7,,0,Room in boutique hotel,Hotel room,N/A,N/A,f,f,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/dfdd8db6-7519-4010-a407-e8e5af107e21.jpg,Élysée,48.87314,2.30939,-1,-1
35371500,265378774,6,,0,Room in boutique hotel,Hotel room,N/A,N/A,f,t,1,4.0,5.0,5.0,0.02,https://a0.muscache.com/pictures/miso/Hosting-35371500/original/58d515f7-e21b-4930-86fb-fee5960bd287.jpeg,Élysée,48.86934,2.3,0,1
35371512,265378774,6,,0,Room in boutique hotel,Hotel room,N/A,N/A,f,t,2,4.5,5.0,5.0,0.05,https://a0.muscache.com/pictures/miso/Hosting-35371512/original/9cf40f9e-097b-4f0d-b22f-4a219efd9eb3.jpeg,Élysée,48.87059,2.29835,0,1
35632139,134517508,1,,179,Entire rental unit,Entire home/apt,a few days or more,0%,f,t,7,4.43,4.86,4.86,0.17,https://a0.muscache.com/pictures/2a934744-2936-4ace-838d-ecbf79f48ed5.jpg,Élysée,48.87267,2.30618,0,0
35748350,2249131,2,,294,Entire rental unit,Entire home/apt,within an hour,90%,f,t,21,4.86,5.0,5.0,0.78,https://a0.muscache.com/pictures/miso/Hosting-35748350/original/abd49248-9700-48db-8dc4-6ec21a7b0eb9.jpeg,Élysée,48.87575,2.3008,-1,0
35767920,269075083,1,,0,Entire rental unit,Entire home/apt,N/A,N/A,f,t,25,4.72,4.92,4.76,0.33,https://a0.muscache.com/pictures/c9fd5e82-bcc0-45f5-82c7-e921817a5126.jpg,Élysée,48.87316,2.30778,-1,-1
35864902,8511613,1,,363,Entire rental unit,Entire home/apt,within a few hours,100%,f,t,21,5.0,5.0,5.0,0.51,https://a0.muscache.com/pictures/9c8424e7-8384-4233-965b-5def7e199bdf.jpg,Élysée,48.86937,2.31213,1,0
35778732,264924615,4,,0,Room in boutique hotel,Hotel room,N/A,N/A,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/58e4ab67-a477-4d86-9d5f-4033c72cdf38.jpg,Élysée,48.8694,2.29847,1,1
35997580,270812450,1,,108,Entire rental unit,Entire home/apt,within an hour,100%,f,t,17,5.0,5.0,5.0,0.49,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MzU5OTc1ODA%3D/original/e24faedf-e4ae-4876-bc07-d1b3fc317f6b.jpeg,Élysée,48.8704,2.32125,0,0
36012650,149592101,2,,31,Entire rental unit,Entire home/apt,within an hour,100%,t,t,2,4.0,4.5,4.5,0.92,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MzYwMTI2NTA%3D/original/40bbdc14-a9c1-4457-b002-af1a6856c928.jpeg,Élysée,48.86558,2.30488,1,-1
36014345,153485392,1,,363,Entire guesthouse,Entire home/apt,N/A,N/A,f,f,13,4.23,4.31,4.08,0.18,https://a0.muscache.com/pictures/df4de912-2e9e-4780-915c-a043aadd218d.jpg,Élysée,48.87087,2.30141,1,-1
35896958,143661098,5,,322,Room in boutique hotel,Hotel room,within a few hours,100%,f,t,221,4.61,4.76,4.85,3.05,https://a0.muscache.com/pictures/miso/Hosting-35896958/original/1c5091fc-e1ba-4585-8cb0-98eabdf01cca.jpeg,Élysée,48.87074,2.32411,0,-1
35896959,143661098,5,,327,Room in boutique hotel,Hotel room,within a few hours,100%,f,t,1,4.0,5.0,5.0,0.02,https://a0.muscache.com/pictures/f9bf8690-a92a-4b3e-81f3-09d171860e07.jpg,Élysée,48.87287,2.32305,1,1
35896962,143661098,5,,343,Room in boutique hotel,Hotel room,within a few hours,100%,f,t,4,5.0,5.0,5.0,0.06,https://a0.muscache.com/pictures/7370e427-619a-40f5-8671-9211e5bfeb0a.jpg,Élysée,48.87283,2.32411,1,-1
35896965,143661098,5,,299,Room in boutique hotel,Hotel room,within a few hours,100%,f,t,3,4.67,4.67,5.0,0.09,https://a0.muscache.com/pictures/b4c013fc-a39b-4cb6-99f5-cee761109093.jpg,Élysée,48.87151,2.32447,-1,1
35896973,143661098,5,,264,Room in boutique hotel,Hotel room,within a few hours,100%,f,t,2,5.0,5.0,5.0,0.05,https://a0.muscache.com/pictures/04f3f5e8-e422-4451-81f3-eb65b0f77524.jpg,Élysée,48.8725,2.32245,0,0
35898526,86091232,4,,0,Room in boutique hotel,Hotel room,N/A,N/A,f,t,30,4.77,4.67,4.9,0.4,https://a0.muscache.com/pictures/miso/Hosting-35898526/original/be9dc0e8-23d2-4a3e-9ade-b67df31d8fcb.jpeg,Élysée,48.87371,2.31905,0,1
35898528,86091232,4,,0,Room in boutique hotel,Hotel room,N/A,N/A,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/miso/Hosting-35898528/original/7331d1c1-c15e-4f6f-b95f-9b1111979780.jpeg,Élysée,48.8735,2.31922,-1,1
35898532,86091232,4,,0,Room in boutique hotel,Hotel room,N/A,N/A,f,t,2,5.0,5.0,5.0,0.06,https://a0.muscache.com/pictures/miso/Hosting-35898532/original/257e1202-c8ca-4ede-adbb-5cf6d31cd628.jpeg,Élysée,48.87264,2.31904,1,-1
35898534,86091232,4,,0,Room in boutique hotel,Hotel room,N/A,N/A,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/miso/Hosting-35898534/original/4ea3b578-8d5c-44a8-858e-91b567b8a57e.jpeg,Élysée,48.87332,2.31929,-1,-1
35898741,90598432,4,,115,Room in boutique hotel,Hotel room,within an hour,100%,f,t,9,4.67,4.33,4.78,0.12,https://a0.muscache.com/pictures/fc912ef2-1b89-4592-a660-a5f69e04d4f6.jpg,Élysée,48.87424,2.31842,0,0
35898747,90598432,4,,100,Room in boutique hotel,Hotel room,within an hour,100%,f,t,11,4.64,4.8,4.8,0.15,https://a0.muscache.com/pictures/3e3492ee-6fda-47f4-bdbb-b5b454605d82.jpg,Élysée,48.87312,2.31902,-1,1
36044757,271182829,2,,3,Entire rental unit,Entire home/apt,within an hour,100%,f,t,30,4.77,4.9,4.87,0.4,https://a0.muscache.com/pictures/prohost-api/Hosting-36044757/original/64c1963d-aa4f-4663-8268-951bdb0baef5.jpeg,Élysée,48.86887,2.30387,1,-1
35898750,90598432,4,,116,Room in boutique hotel,Hotel room,within an hour,100%,f,t,1,5.0,5.0,5.0,0.02,https://a0.muscache.com/pictures/4f22a948-e155-4a6e-abe2-70bad4706ddb.jpg,Élysée,48.87256,2.31884,0,0
35898752,90598432,4,,145,Room in boutique hotel,Hotel room,within an hour,100%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/ef99919d-aaba-41de-a2f8-91b44a7f7ef6.jpg,Élysée,48.87434,2.3184,0,-1
35901807,270036261,1,,0,Entire rental unit,Entire home/apt,N/A,N/A,f,f,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/5cb4e8b4-9ef8-4ede-ad5c-3d1ffcaddca5.jpg,Élysée,48.87369,2.30495,0,1
36198729,95722820,3,,183,Entire rental unit,Entire home/apt,within an hour,100%,t,t,20,4.85,4.95,4.85,0.27,https://a0.muscache.com/pictures/4258dad2-1513-468a-9903-5b4734bd36cd.jpg,Élysée,48.88075,2.32015,1,0
35934794,270263692,1,,0,Entire rental unit,Entire home/apt,N/A,N/A,f,f,1,5.0,5.0,5.0,0.01,https://a0.muscache.com/pictures/d35b4c59-3051-42f8-ba1f-02e90a0dfc66.jpg,Élysée,48.87748,2.30072,-1,0
36248325,257570078,2,,56,Room in serviced apartment,Hotel room,within an hour,67%,f,t,1,1.0,2.0,3.0,0.04,https://a0.muscache.com/pictures/miso/Hosting-36248325/original/4acf608a-1cdb-49ed-b83b-7152f1c092b8.jpeg,Élysée,48.87199,2.31189,-1,1
36248931,257570078,2,,49,Room in serviced apartment,Hotel room,within an hour,67%,f,t,13,4.54,4.46,4.69,0.37,https://a0.muscache.com/pictures/miso/Hosting-36248931/original/1a9af7b7-5a2a-4cd9-b556-e5edccdcd721.jpeg,Élysée,48.87287,2.31143,0,1
36404777,138693,1,,0,Entire rental unit,Entire home/apt,N/A,N/A,f,f,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/60e29d63-e8d0-45a7-8ee4-325dd230ea19.jpg,Élysée,48.88033,2.31581,1,0
36265154,267802788,1,,79,Entire rental unit,Entire home/apt,within a few hours,88%,t,t,4,5.0,5.0,5.0,0.05,https://a0.muscache.com/pictures/8403f30c-30a0-467c-a1be-fa8eb597fc34.jpg,Élysée,48.86965,2.29975,0,0
36187155,27281864,2,,61,Private room in rental unit,Private room,within a day,70%,f,t,2,5.0,5.0,5.0,0.08,https://a0.muscache.com/pictures/3dad406a-49f1-4955-b4a3-8db2e12c7512.jpg,Élysée,48.87693,2.32595,0,0
36499737,195605502,14,,44,Entire rental unit,Entire home/apt,within an hour,100%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/prohost-api/Hosting-36499737/original/5f29740f-19a8-458d-98f9-0116a989e211.jpeg,Élysée,48.87083,2.32606,1,0
36506551,164624256,1,,327,Entire rental unit,Entire home/apt,within an hour,100%,f,t,5,5.0,5.0,5.0,0.27,https://a0.muscache.com/pictures/a6e6a33f-cc2d-4124-ade2-e420df38fe32.jpg,Élysée,48.86748405741581,2.304103430921244,0,1
36616470,273787098,1,,7,Entire rental unit,Entire home/apt,within an hour,100%,f,t,31,4.84,4.97,4.81,0.41,https://a0.muscache.com/pictures/9de5a856-440a-4be1-a9cb-29cddbf573b2.jpg,Élysée,48.87396,2.30123,0,-1
36660865,184546268,1,,0,Entire rental unit,Entire home/apt,N/A,N/A,f,f,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/a6dbc24e-779d-4b59-8547-b1b8cf093e1c.jpg,Élysée,48.87248,2.29894,-1,1
36683042,65440814,35,,0,Entire rental unit,Entire home/apt,within an hour,100%,t,t,36,4.64,4.92,4.89,0.49,https://a0.muscache.com/pictures/miso/Hosting-36683042/original/e2fcc786-b7c0-4788-865c-bb33291bc949.jpeg,Élysée,48.88146,2.31846,-1,1
36590864,21630783,90,,347,Entire rental unit,Entire home/apt,within a day,74%,,t,16,4.44,4.5,4.69,0.22,https://a0.muscache.com/pictures/cf7591fd-d56f-4cc1-8a80-9ca7b711b1f0.jpg,Élysée,48.87075,2.3257,0,-1
37046265,215704365,1,,0,Entire rental unit,Entire home/apt,N/A,N/A,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/87a5feb0-0f1a-4c1c-8124-34f11fe04737.jpg,Élysée,48.87773,2.31997,1,1
37108823,269721019,1,,0,Room in boutique hotel,Hotel room,N/A,N/A,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/f6382b18-4ed0-4ceb-a808-9f6323ce926b.jpg,Élysée,48.8743,2.3014,1,1
37342445,64136501,1,,0,Private room in rental unit,Private room,N/A,N/A,f,f,6,4.83,4.83,4.67,0.08,https://a0.muscache.com/pictures/a6fb3cc1-e2e1-4743-b328-d741cc4de2cc.jpg,Élysée,48.87642,2.30703,0,-1
37797318,238508207,1,,269,Entire rental unit,Entire home/apt,N/A,N/A,f,t,1,5.0,5.0,5.0,0.01,https://a0.muscache.com/pictures/c87eaa11-88c9-438b-b7fb-83a6c547f43d.jpg,Élysée,48.87571,2.29698,0,0
37547148,12694581,1,,0,Entire rental unit,Entire home/apt,N/A,N/A,f,t,74,4.95,5.0,4.97,1.01,https://a0.muscache.com/pictures/bf882787-4c8e-41f8-8ce7-882952c94af2.jpg,Élysée,48.87703,2.31715,-1,-1
38310764,75953118,1,,0,Entire rental unit,Entire home/apt,N/A,N/A,f,f,2,5.0,5.0,5.0,0.03,https://a0.muscache.com/pictures/1a06907a-753f-4012-92c3-297c309022f4.jpg,Élysée,48.88081,2.3155,1,0
38068814,69324553,1,,0,Entire rental unit,Entire home/apt,N/A,N/A,f,t,3,5.0,5.0,5.0,0.04,https://a0.muscache.com/pictures/cb4230d3-dc4a-4ffc-8c65-7ca0c75e154f.jpg,Élysée,48.87111,2.31171,-1,1
38178373,218721201,5,,48,Entire condo,Entire home/apt,within an hour,100%,f,t,5,4.2,4.2,3.4,0.29,https://a0.muscache.com/pictures/miso/Hosting-38178373/original/85798266-fd9c-44a0-9d18-aeace773dcaf.jpeg,Élysée,48.8741,2.31821,0,1
38398716,16991929,2,,148,Entire rental unit,Entire home/apt,within a few hours,100%,t,t,123,4.93,4.98,4.97,1.69,https://a0.muscache.com/pictures/30386fda-9784-4f3f-92bf-f34a9d25bad5.jpg,Élysée,48.87219,2.31358,0,1
38507623,71267662,1,,364,Entire rental unit,Entire home/apt,N/A,N/A,f,t,12,4.33,5.0,5.0,0.16,https://a0.muscache.com/pictures/8cd676eb-561e-4a83-a3dd-e0f179b741c4.jpg,Élysée,48.87221,2.31702,1,1
38512078,293156232,2,,196,Entire condo,Entire home/apt,within a few hours,100%,t,t,84,4.8,4.9,4.94,1.15,https://a0.muscache.com/pictures/hosting/Hosting-38512078/original/c30708a6-70fb-40c9-855d-053ed5478605.jpeg,Élysée,48.86533,2.30351,-1,-1
38259986,290758577,1,,0,Entire rental unit,Entire home/apt,N/A,N/A,f,t,4,4.5,4.75,4.5,0.06,https://a0.muscache.com/pictures/e916cf05-a93d-4bdd-ac09-7bdba04da7f2.jpg,Élysée,48.88023,2.30888,0,1
38271967,289780435,1,,0,Entire rental unit,Entire home/apt,within an hour,100%,t,t,91,4.84,4.91,4.87,1.24,https://a0.muscache.com/pictures/f6b83a47-0446-4aeb-8d88-bc20e64b1017.jpg,Élysée,48.87521,2.30381,1,1
38749676,293596265,11,,244,Room in boutique hotel,Private room,within an hour,87%,t,t,183,4.74,4.78,4.86,2.6,https://a0.muscache.com/pictures/miso/Hosting-38749676/original/98301654-89d7-4e9a-bbd4-d72457598ec8.jpeg,Élysée,48.88231,2.32193,1,1
38892185,293659364,7,,250,Room in boutique hotel,Private room,within an hour,100%,t,t,361,4.89,4.92,4.94,5.16,https://a0.muscache.com/pictures/614167f1-3fd8-4a2a-a29a-fdfeeb4ad706.jpg,Élysée,48.87464,2.31741,0,0
38894910,293659364,7,,246,Room in boutique hotel,Private room,within an hour,100%,t,t,24,4.96,4.79,5.0,0.45,https://a0.muscache.com/pictures/miso/Hosting-38894910/original/3c56a009-3938-4cd6-bed1-8674297af8e0.jpeg,Élysée,48.87475,2.31733,1,0
38896346,293596265,11,,257,Room in boutique hotel,Private room,within an hour,87%,t,t,19,4.74,4.74,4.79,0.37,https://a0.muscache.com/pictures/1a8b6370-5932-419b-95b4-7af08a32c216.jpg,Élysée,48.88096,2.32364,1,-1
38897031,293596265,11,,254,Room in boutique hotel,Private room,within an hour,87%,t,t,212,4.63,4.65,4.8,2.99,https://a0.muscache.com/pictures/71da24ca-752c-44cf-a978-ffb2467a5f74.jpg,Élysée,48.88062,2.32384,-1,-1
38897336,293596265,11,,257,Room in boutique hotel,Private room,within an hour,87%,t,t,56,4.61,4.7,4.71,0.8,https://a0.muscache.com/pictures/1b7a1ec0-ce1c-4ea4-ba54-d7c062490ba7.jpg,Élysée,48.88219,2.32405,-1,1
38897502,293596265,11,,252,Room in boutique hotel,Private room,within an hour,87%,t,t,80,4.81,4.76,4.93,1.12,https://a0.muscache.com/pictures/c0c1341c-c158-4303-a62c-6055919af9ad.jpg,Élysée,48.88087,2.32384,-1,-1
38901398,293716620,10,,240,Room in boutique hotel,Private room,within an hour,100%,t,t,194,4.92,4.94,4.98,2.77,https://a0.muscache.com/pictures/41739253-30f2-44ef-83f2-d729cb1b36c5.jpg,Élysée,48.87289,2.30817,0,-1
38901619,293716620,10,,215,Room in boutique hotel,Private room,within an hour,100%,t,t,4,5.0,5.0,5.0,0.13,https://a0.muscache.com/pictures/e1d2558e-b5c2-4d3b-ba56-342d94a46bf4.jpg,Élysée,48.87289,2.30817,-1,0
38902050,293716620,10,,260,Room in boutique hotel,Private room,within an hour,100%,t,t,14,5.0,5.0,5.0,0.37,https://a0.muscache.com/pictures/miso/Hosting-38902050/original/76ff9f3e-67db-4004-bce0-6ae67b36fb70.jpeg,Élysée,48.87289,2.30817,-1,0
38902134,293716620,10,,261,Room in boutique hotel,Private room,within an hour,100%,t,t,17,4.71,4.59,4.65,0.24,https://a0.muscache.com/pictures/70e97310-5603-4651-aff3-7aebffd179ab.jpg,Élysée,48.87289,2.30817,-1,1
38902296,293716620,10,,215,Room in boutique hotel,Private room,within an hour,100%,t,t,7,5.0,4.71,5.0,0.13,https://a0.muscache.com/pictures/6447b74a-f17e-4f1f-bc12-4a4cc426e5f2.jpg,Élysée,48.87289,2.30817,0,0
38902399,293716620,10,,259,Room in boutique hotel,Private room,within an hour,100%,t,t,80,4.94,4.98,4.93,1.33,https://a0.muscache.com/pictures/miso/Hosting-38902399/original/fb1414ed-34aa-4a42-8d9a-dc34ab5e8461.jpeg,Élysée,48.87289,2.30817,1,0
38902485,293716620,10,,250,Room in boutique hotel,Private room,within an hour,100%,t,t,4,5.0,5.0,5.0,0.08,https://a0.muscache.com/pictures/1adb8cb6-5966-42ea-8e88-6f97d2277e7f.jpg,Élysée,48.87289,2.30817,0,0
